GeneID	Length	X1h_m1_t	X1h_m1_u	X1h_m2_t	X1h_m2_u	X1h_m3_t	X1h_m3_u	X6h_m1_t	X6h_m1_u	X6h_m2_t	X6h_m2_u	X6h_m3_t	X6h_m3_u
ENSMUSG00000017721	3856	239	214	274	217	289	193	279	149	288	189	273	281
ENSMUSG00000086179	1464	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000017723	1140	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074596	557	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074595	867	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000017733	778	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000070533	3580	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000065797	107	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000070531	984	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000077671	131	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000070530	1116	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083740	256	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074594	547	0	0	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000070529	459	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000078940	617	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000067704	1074	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000017310	751	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074593	453	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076434	2530	0	0	2	2	1	1	0	0	3	0	0	0
ENSMUSG00000017299	2122	60	56	89	87	87	70	178	48	107	71	109	88
ENSMUSG00000086453	735	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088226	316	3	3	6	8	5	5	0	1	0	1	4	7
ENSMUSG00000001403	2600	2	1	3	4	3	0	22	7	4	2	2	10
ENSMUSG00000017300	800	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000050373	4760	24	20	22	26	47	15	17	20	49	10	37	27
ENSMUSG00000017307	1997	39	31	46	31	48	27	26	15	44	27	20	35
ENSMUSG00000045822	2708	19	27	28	16	28	20	5	9	8	8	15	17
ENSMUSG00000017764	2781	34	31	32	44	33	35	67	18	32	18	40	33
ENSMUSG00000017767	1138	1	0	0	2	2	4	0	0	0	0	0	1
ENSMUSG00000039873	1014	8	5	3	1	6	5	0	1	8	6	5	0
ENSMUSG00000017760	4715	3320	2914	4385	3591	3890	3163	5193	2049	4889	2803	3941	4386
ENSMUSG00000017754	2562	839	638	1174	1050	691	506	998	434	912	512	615	702
ENSMUSG00000039849	6544	92	112	210	138	169	113	126	57	122	129	137	149
ENSMUSG00000039834	4743	114	131	164	158	162	107	202	85	140	92	123	152
ENSMUSG00000085436	1273	2	4	5	2	0	1	0	2	1	3	0	2
ENSMUSG00000017737	3539	293	783	488	736	1341	851	1498	788	995	824	730	1187
ENSMUSG00000017740	7447	2	3	3	4	8	1	9	1	3	5	3	8
ENSMUSG00000039804	4383	96	97	122	124	138	87	215	72	193	104	98	128
ENSMUSG00000017652	3406	51	103	367	480	168	176	143	45	302	107	189	235
ENSMUSG00000078935	702	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000053166	3702	1	1	2	4	1	0	0	0	1	0	2	1
ENSMUSG00000086630	576	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087800	131	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000017664	3914	125	91	113	71	101	81	176	46	128	100	123	94
ENSMUSG00000017670	6652	249	136	324	244	294	207	300	153	235	176	175	284
ENSMUSG00000056824	3773	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000017667	8205	2	2	2	1	2	3	6	1	4	3	5	4
ENSMUSG00000027670	3657	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000018459	5215	0	0	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000085358	360	0	0	0	0	0	0	0	0	0	2	0	0
ENSMUSG00000039725	2118	31	20	37	39	36	32	54	21	33	21	52	41
ENSMUSG00000027661	3570	0	0	1	4	3	0	0	1	1	0	0	0
ENSMUSG00000017897	2963	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100796	325	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081758	361	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000039671	11031	278	236	385	329	424	250	469	165	516	212	306	372
ENSMUSG00000085274	847	0	1	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000086820	435	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092796	125	0	0	0	0	0	0	0	0	2	0	0	0
ENSMUSG00000083264	387	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082924	562	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084816	830	0	0	0	0	0	0	0	0	0	0	1	2
ENSMUSG00000087351	537	4	3	2	2	2	2	0	1	3	1	4	0
ENSMUSG00000027678	7895	411	318	599	439	507	387	697	226	548	344	374	482
ENSMUSG00000006800	5871	36	32	47	36	75	54	102	33	84	30	62	56
ENSMUSG00000088926	105	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085618	291	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085046	674	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084840	383	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087617	968	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085129	2098	0	4	10	5	3	3	0	1	2	9	17	18
ENSMUSG00000085682	3153	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000039621	10266	858	677	1317	1070	989	773	925	432	1162	604	742	851
ENSMUSG00000093063	116	4	0	2	2	1	0	0	1	2	3	0	1
ENSMUSG00000089145	347	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088063	103	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000042854	5755	18	23	22	17	28	21	64	8	8	20	18	31
ENSMUSG00000074582	8770	527	421	564	401	535	391	828	271	655	359	531	576
ENSMUSG00000002718	5273	249	230	277	243	298	215	449	137	342	240	297	335
ENSMUSG00000090397	733	2	4	2	4	6	6	0	0	6	1	6	3
ENSMUSG00000039536	6065	321	222	546	320	326	333	385	165	429	230	387	337
ENSMUSG00000082665	1475	1	3	0	0	2	6	0	0	3	0	1	0
ENSMUSG00000017999	4817	138	119	174	134	142	110	173	63	196	96	136	162
ENSMUSG00000039501	8189	1312	1452	3253	2863	1801	1808	1549	894	2822	1705	2202	2704
ENSMUSG00000074578	1901	66	61	118	115	83	75	107	43	127	67	108	108
ENSMUSG00000098430	189	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000077515	93	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000077565	89	5	12	10	17	7	5	9	4	10	4	8	4
ENSMUSG00000077698	90	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081946	556	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083436	198	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000050556	11488	0	0	1	2	1	2	4	0	0	2	0	1
ENSMUSG00000085151	1579	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000017969	2567	1	2	5	12	7	4	4	4	17	5	3	24
ENSMUSG00000086098	804	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083661	359	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000017929	4308	694	653	961	806	969	729	1096	511	1082	589	819	882
ENSMUSG00000039463	9095	161	176	231	151	190	167	255	114	253	156	197	245
ENSMUSG00000047030	4510	94	89	151	109	96	85	163	40	100	90	88	103
ENSMUSG00000006418	3356	343	377	607	572	402	389	365	225	519	327	408	516
ENSMUSG00000082687	277	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000042821	1621	1	0	1	4	5	2	8	0	4	0	0	4
ENSMUSG00000085596	2019	0	0	0	0	1	0	0	0	2	0	0	0
ENSMUSG00000081511	476	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000078923	2721	8	11	16	9	13	7	0	0	21	14	10	9
ENSMUSG00000089739	2367	0	0	0	0	0	0	2	0	0	0	0	0
ENSMUSG00000090213	3265	535	617	685	580	829	642	971	379	844	526	737	711
ENSMUSG00000093476	96	2	0	2	2	4	3	0	0	5	3	1	4
ENSMUSG00000085914	1023	0	0	1	0	2	2	0	1	3	1	0	2
ENSMUSG00000056501	1504	292	330	403	389	440	340	2141	654	1611	810	1423	1347
ENSMUSG00000006462	5964	29	24	24	37	44	32	38	32	59	31	28	33
ENSMUSG00000084797	852	1	0	3	0	2	0	0	0	1	2	0	2
ENSMUSG00000087624	811	0	1	1	0	1	2	0	2	0	0	0	1
ENSMUSG00000087684	2455	1	2	2	2	1	2	2	3	0	2	1	5
ENSMUSG00000085411	703	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000027540	5533	552	568	698	569	715	551	1446	433	822	534	599	649
ENSMUSG00000074577	4244	2	8	2	0	1	1	0	0	0	0	0	1
ENSMUSG00000086411	872	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092849	78	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000044641	3399	0	0	0	1	1	0	0	2	0	0	1	0
ENSMUSG00000118526	577	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085267	366	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087648	1309	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092923	95	3	3	5	0	1	1	0	0	3	0	0	0
ENSMUSG00000093752	5288	0	0	0	0	0	1	0	0	0	1	0	0
ENSMUSG00000051149	5350	10	8	22	20	16	7	19	8	24	24	32	25
ENSMUSG00000078919	7489	41	33	64	55	73	57	95	27	64	44	56	78
ENSMUSG00000074576	1973	11	8	14	16	6	11	16	7	23	7	8	21
ENSMUSG00000083342	430	0	0	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000074575	4508	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000086783	326	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000064961	137	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082239	845	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000027544	10578	20	23	26	25	22	23	21	16	29	5	17	14
ENSMUSG00000027546	5917	3	0	3	1	5	2	0	4	2	0	3	2
ENSMUSG00000105496	64	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000027547	5536	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085322	1431	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000077761	129	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000027551	5918	49	40	43	52	69	51	64	34	52	33	48	57
ENSMUSG00000086348	473	0	0	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000086658	260	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000052368	1361	0	0	4	0	0	0	4	0	0	3	0	0
ENSMUSG00000080415	121	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000086238	2031	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085369	515	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000086840	566	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085350	589	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087074	1017	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000078912	258	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103662	4263	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000047907	7781	4	0	2	5	6	0	0	1	6	0	1	3
ENSMUSG00000103935	1173	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000052056	6139	261	186	288	224	295	235	213	135	279	166	230	243
ENSMUSG00000084013	846	24	25	38	24	22	15	27	14	35	19	31	34
ENSMUSG00000013523	3775	0	0	1	0	1	0	0	0	0	0	0	0
ENSMUSG00000086999	1174	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000086970	1239	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084067	306	21	22	14	36	14	22	71	16	8	20	45	15
ENSMUSG00000038567	3560	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000052033	2520	48	51	66	44	38	45	145	60	64	42	65	61
ENSMUSG00000085495	3172	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085225	444	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000043583	1395	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085158	1864	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000027560	1768	0	0	0	1	1	0	8	0	0	0	3	0
ENSMUSG00000080955	746	0	0	0	0	0	0	0	1	0	0	0	0
ENSMUSG00000084829	1282	0	0	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000084818	437	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000086613	435	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088505	264	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000086823	3553	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085426	484	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087100	452	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000067578	2902	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087409	630	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083793	615	0	0	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000105205	143	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000038537	2623	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085949	430	1	0	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000085905	1786	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000027495	3617	31	23	33	38	41	23	39	16	50	20	31	25
ENSMUSG00000027496	2531	3	3	5	4	5	3	6	4	5	11	2	6
ENSMUSG00000027498	3504	83	78	81	66	85	77	91	42	87	42	59	76
ENSMUSG00000074570	5340	1	1	1	1	2	2	0	3	2	4	8	1
ENSMUSG00000087633	2146	0	1	1	0	0	2	0	0	2	2	0	1
ENSMUSG00000027502	2644	286	273	465	381	337	373	388	228	386	261	342	417
ENSMUSG00000074569	2220	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000027505	698	3	2	3	3	3	1	0	3	14	3	4	6
ENSMUSG00000081344	171	6	7	7	3	3	6	3	11	9	4	6	2
ENSMUSG00000028640	3679	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093160	78	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000008999	4019	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000005883	3921	0	0	2	0	0	0	0	0	0	0	0	0
ENSMUSG00000027509	2554	75	87	130	95	104	77	166	58	144	90	124	127
ENSMUSG00000027510	2869	21	12	26	22	20	14	32	11	24	12	27	27
ENSMUSG00000092596	198	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087442	553	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000070495	3217	0	0	0	0	0	0	0	0	0	0	0	1
ENSMUSG00000087382	5098	0	0	1	1	0	0	0	0	0	0	0	0
ENSMUSG00000027513	3429	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000027514	3529	558	839	1685	1448	1089	1108	824	512	1685	861	1390	1483
ENSMUSG00000038400	4913	31	33	70	57	64	52	24	11	31	20	19	48
ENSMUSG00000087600	680	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000086114	470	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000027518	646	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000027517	1170	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000055897	12025	101	88	149	120	152	110	144	41	118	101	117	149
ENSMUSG00000027519	7206	263	225	386	342	330	260	371	178	430	242	322	375
ENSMUSG00000098588	119	0	0	0	0	0	0	0	1	0	0	0	0
ENSMUSG00000057047	899	0	0	0	0	0	0	0	0	0	1	0	0
ENSMUSG00000054455	7134	318	289	411	313	300	265	493	226	476	250	366	389
ENSMUSG00000118399	550	5	4	9	6	4	2	7	2	1	8	2	3
ENSMUSG00000085938	1518	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082543	475	0	1	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000081700	210	4	1	5	3	1	4	0	2	2	2	1	2
ENSMUSG00000082519	655	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000027522	3962	222	183	319	212	280	225	364	133	329	191	223	268
ENSMUSG00000039263	2998	106	69	92	99	115	80	131	62	196	86	124	108
ENSMUSG00000074555	875	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000098467	68	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000065521	79	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000065410	82	0	0	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000086537	3143	4	3	1	3	1	1	7	1	4	2	1	4
ENSMUSG00000027523	11387	1184	965	1475	1315	1255	1002	1701	786	1716	945	1479	1587
ENSMUSG00000099106	64	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000098535	122	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000098342	125	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090625	1484	4	7	5	1	8	1	10	2	6	3	4	7
ENSMUSG00000016253	2883	60	45	71	49	58	61	106	30	90	42	72	61
ENSMUSG00000016256	1441	7063	7789	10089	9182	7901	7084	12180	5042	11196	6361	10264	9563
ENSMUSG00000082641	361	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000016255	1406	1	2	0	1	3	4	0	1	0	2	1	6
ENSMUSG00000016252	1756	136	151	214	147	119	156	309	159	247	138	200	194
ENSMUSG00000016257	1860	154	171	197	174	181	166	283	99	223	149	226	180
ENSMUSG00000080158	876	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082353	573	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000050600	9807	1	1	3	3	1	6	11	0	2	5	8	1
ENSMUSG00000027524	4113	0	0	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000084795	1345	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087215	740	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000086177	314	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000078906	2009	0	0	1	1	1	0	0	0	0	0	0	0
ENSMUSG00000085608	150	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082112	1484	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000078905	937	3	0	1	1	0	0	0	0	0	0	0	0
ENSMUSG00000084050	441	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000080888	2055	14	6	11	8	15	5	9	11	23	2	4	11
ENSMUSG00000081949	401	2	0	1	7	1	4	0	0	20	1	0	2
ENSMUSG00000090093	2561	87	67	118	93	100	86	145	47	139	81	72	98
ENSMUSG00000087588	231	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000078902	4859	1	0	4	1	1	6	0	1	6	2	1	1
ENSMUSG00000078903	7822	194	159	215	164	300	192	349	110	241	141	197	188
ENSMUSG00000082376	1736	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084323	624	14	12	22	19	16	18	23	20	26	27	38	18
ENSMUSG00000078901	3382	61	76	81	52	71	64	144	21	108	59	61	67
ENSMUSG00000085699	237	2	0	0	0	1	0	0	0	0	0	0	0
ENSMUSG00000078899	4402	154	114	166	155	175	111	187	88	217	125	139	171
ENSMUSG00000078898	3042	80	59	80	74	92	64	97	36	125	58	81	93
ENSMUSG00000095231	291	1	0	0	0	2	0	0	0	0	0	0	0
ENSMUSG00000078897	2631	70	71	86	97	115	73	100	47	138	93	90	98
ENSMUSG00000078896	2325	89	70	95	86	136	92	201	43	138	96	112	133
ENSMUSG00000094475	1501	52	45	52	61	93	44	96	32	108	41	40	72
ENSMUSG00000084852	289	0	0	0	0	1	1	0	0	0	0	0	0
ENSMUSG00000095545	1758	58	30	49	42	60	34	79	23	81	55	72	78
ENSMUSG00000094932	1501	48	41	57	73	96	58	88	26	85	47	43	61
ENSMUSG00000085366	210	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000078889	3438	72	74	78	55	75	57	142	23	87	48	69	85
ENSMUSG00000083481	624	18	17	27	22	24	18	47	17	27	25	38	16
ENSMUSG00000086941	579	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000078887	3440	134	97	131	111	185	102	236	74	192	83	104	113
ENSMUSG00000085288	169	0	0	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000089756	2988	87	70	100	76	127	62	111	57	115	71	92	119
ENSMUSG00000078886	3043	116	98	151	113	165	105	141	83	153	119	132	151
ENSMUSG00000078891	753	10	5	10	2	10	2	16	3	8	0	14	8
ENSMUSG00000085103	474	0	0	1	1	0	0	0	0	4	0	0	2
ENSMUSG00000095648	1753	27	15	10	10	25	16	15	12	23	25	25	16
ENSMUSG00000086367	1208	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000078894	3936	85	53	62	48	119	57	110	45	112	73	112	120
ENSMUSG00000094108	1266	7	0	0	1	5	2	0	0	11	1	5	3
ENSMUSG00000084858	2306	10	7	15	5	11	10	1	1	21	0	9	8
ENSMUSG00000078895	417	0	0	2	3	1	1	0	0	1	0	0	2
ENSMUSG00000089951	1508	36	58	40	29	52	53	72	4	72	33	33	48
ENSMUSG00000086489	214	0	0	1	0	0	1	0	0	0	0	0	1
ENSMUSG00000078881	2774	60	54	77	72	95	61	106	44	109	74	79	87
ENSMUSG00000095199	3086	114	93	134	109	144	91	178	45	170	93	121	140
ENSMUSG00000094360	291	0	0	0	0	1	1	0	0	1	0	0	0
ENSMUSG00000078880	3329	83	73	82	82	99	73	128	31	115	81	106	101
ENSMUSG00000078879	2709	106	76	98	84	124	96	240	52	133	101	131	134
ENSMUSG00000078878	2500	59	40	65	40	92	53	66	45	86	67	91	56
ENSMUSG00000081003	324	0	0	0	0	0	1	0	0	6	0	0	0
ENSMUSG00000081599	1695	0	0	0	0	0	0	0	0	2	0	0	0
ENSMUSG00000078877	3527	63	51	66	56	90	63	55	38	105	34	67	73
ENSMUSG00000078876	408	0	0	2	1	0	1	0	0	1	0	0	1
ENSMUSG00000083170	2330	2	0	6	1	0	1	0	1	3	3	0	1
ENSMUSG00000074527	9870	106	54	71	58	138	81	144	52	163	89	126	146
ENSMUSG00000081326	1074	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000078875	2680	43	36	22	22	49	24	30	17	49	26	47	28
ENSMUSG00000083317	508	0	0	1	1	1	0	0	0	1	0	0	1
ENSMUSG00000083111	1958	13	7	9	8	22	10	15	9	17	7	9	17
ENSMUSG00000078872	1329	0	0	0	0	0	0	0	0	0	0	0	1
ENSMUSG00000082023	447	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082377	1578	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082765	914	0	0	1	0	0	0	0	0	0	0	0	2
ENSMUSG00000082724	2308	22	13	18	11	26	18	24	18	31	15	20	34
ENSMUSG00000081590	408	0	2	2	0	1	2	0	0	5	0	2	0
ENSMUSG00000078870	2398	68	51	68	56	99	57	80	32	100	40	65	98
ENSMUSG00000083817	2135	0	0	1	0	2	0	0	1	2	0	1	0
ENSMUSG00000078869	1050	0	0	1	1	1	0	1	0	0	0	0	0
ENSMUSG00000078868	1581	0	0	0	0	0	0	6	0	0	0	0	1
ENSMUSG00000078867	2441	20	12	13	6	12	8	0	5	22	21	13	29
ENSMUSG00000082343	1660	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083619	573	15	15	15	17	13	18	18	16	24	25	42	15
ENSMUSG00000078866	2172	41	24	20	19	32	28	63	6	53	14	20	32
ENSMUSG00000094786	1656	12	8	4	5	5	7	25	2	8	8	12	12
ENSMUSG00000085513	877	0	0	0	1	0	1	3	0	0	0	0	0
ENSMUSG00000078865	1621	0	1	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000080709	3051	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000078864	1254	23	8	13	8	13	11	10	2	17	13	14	18
ENSMUSG00000095362	1616	163	125	194	147	187	114	222	68	272	141	213	200
ENSMUSG00000081574	2024	0	1	2	1	5	2	0	0	0	6	2	6
ENSMUSG00000082901	627	7	10	5	6	6	3	17	8	13	6	17	5
ENSMUSG00000074521	1451	25	20	22	14	19	27	28	10	29	16	15	31
ENSMUSG00000074529	864	6	2	7	12	8	3	3	3	16	5	2	10
ENSMUSG00000078862	2863	115	97	154	120	143	90	240	76	251	127	171	159
ENSMUSG00000083702	822	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074519	2145	117	123	165	132	221	133	256	60	177	101	146	157
ENSMUSG00000078861	2299	58	43	65	29	72	42	126	22	91	38	80	59
ENSMUSG00000027525	6407	0	0	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000060445	5967	0	2	1	0	1	0	0	0	0	0	0	2
ENSMUSG00000049999	3267	7	5	12	8	10	1	0	8	1	0	10	7
ENSMUSG00000070476	4559	21	9	23	16	31	18	53	10	23	19	19	16
ENSMUSG00000039155	3012	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082215	1015	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000061897	456	46	47	83	65	61	43	86	28	77	55	68	67
ENSMUSG00000081481	577	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081882	751	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000039138	737	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000000305	7257	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083410	946	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000039117	4621	95	80	102	97	91	79	137	53	108	71	96	109
ENSMUSG00000085704	1967	3	12	6	9	6	9	17	4	10	2	9	6
ENSMUSG00000082850	397	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000039108	2892	131	101	175	108	131	118	173	79	168	81	125	119
ENSMUSG00000027566	3071	417	443	717	735	542	538	679	296	617	327	655	554
ENSMUSG00000039086	4343	45	27	63	48	46	45	76	21	64	22	32	34
ENSMUSG00000039069	5949	54	28	68	41	57	52	100	21	69	36	60	57
ENSMUSG00000039059	3146	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090589	435	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000039050	4187	85	80	107	76	99	63	129	41	61	53	63	85
ENSMUSG00000039041	4457	210	245	301	290	305	220	486	189	308	202	270	331
ENSMUSG00000015647	11388	1	1	1	0	2	1	0	0	0	0	0	0
ENSMUSG00000098735	69	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000039001	810	248	239	257	244	249	176	608	241	352	222	382	290
ENSMUSG00000092827	76	0	0	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000038990	4597	90	63	131	125	118	97	98	51	145	56	86	127
ENSMUSG00000038980	2319	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000015627	3277	0	0	0	0	0	0	0	0	0	0	0	0
