"","X1h_m1_t","X1h_m1_u","X1h_m2_t","X1h_m2_u","X1h_m3_t","X1h_m3_u"
"ENSMUSG00000021362",0,0,0,0,0,0
"ENSMUSG00000038651",0,0,0,0,0,0
"ENSMUSG00000114388",0,0,0,0,0,0
"ENSMUSG00000021364",1.0814374384804,0,0,0,0,0
"ENSMUSG00000114238",0,0,0,0,0,0
"ENSMUSG00000114247",0,0,0,0,0,0
"ENSMUSG00000091264",96.2479320247558,103.822119098068,78.7967343566524,52.7411153311101,72.0582260414338,95.9770992122944
"ENSMUSG00000090853",0,0,0,0,0,0
"ENSMUSG00000021365",87.5964325169126,90.6951844994614,69.9522029492731,73.638538386833,92.6462906247006,83.9799618107576
"ENSMUSG00000097373",0,0,0,0,0,0
"ENSMUSG00000114914",0,0,0,0,0,0
"ENSMUSG00000114552",0,0,0,0,0,0
"ENSMUSG00000114537",5.40718719240201,1.19335769078239,8.04048309761759,5.97069230163511,16.2988844617529,7.63454198279615
"ENSMUSG00000114585",0,0,0.804048309761759,0,0.857836024302784,1.09064885468516
"ENSMUSG00000114545",0,0,0.804048309761759,0,1.71567204860557,0
"ENSMUSG00000092835",0,0,0,0,0,0
"ENSMUSG00000087370",538.55584436324,529.85081470738,537.104270920855,522.435576393072,599.627380987646,544.233778487897
"ENSMUSG00000054258",4.32574975392161,0,2.41214492928528,4.97557691802925,0.857836024302784,2.18129770937033
"ENSMUSG00000058022",0,0,0,0,0,0
"ENSMUSG00000085759",0,0,0,0,0,0
"ENSMUSG00000099672",0,0,0,0,0,0
"ENSMUSG00000103479",0,0,0,0,0,0
"ENSMUSG00000113856",1.0814374384804,0,0.804048309761759,0,0,0
"ENSMUSG00000089035",0,0,0,0,0,0
"ENSMUSG00000100071",0,0,0,0,0,0
"ENSMUSG00000021366",312.535419720836,252.991830445866,322.423372214465,331.373422740748,395.462407203583,386.089694558548
"ENSMUSG00000021367",162.21561577206,130.07598829528,279.808811797092,172.154961363812,13.7253763888445,71.9828244092208
"ENSMUSG00000113619",0,0,0,0,0,0
"ENSMUSG00000113000",0,0,0,0,0,0
"ENSMUSG00000113367",0,0,0,0,0,0
"ENSMUSG00000095255",0,0,0,0,0,0
"ENSMUSG00000054728",0,1.19335769078239,0,0,0,2.18129770937033
"ENSMUSG00000089710",0,0,0,0,0,0
"ENSMUSG00000085276",0,0,0,0,0,0
"ENSMUSG00000090135",0,0,0,0,0,0
"ENSMUSG00000088527",0,0,0,0,0,0
"ENSMUSG00000087202",0,0,0,0,0,0
"ENSMUSG00000021368",19.4658738926472,28.6405845787773,32.1619323904704,33.8339230425989,24.0194086804779,17.4503816749626
"ENSMUSG00000051335",19.4658738926472,25.0605115064301,16.0809661952352,24.8778845901463,44.6074732637448,28.3568702218143
"ENSMUSG00000054021",16.221561577206,16.7070076709534,21.7093043635675,10.9462692196644,16.2988844617529,8.72519083748131
"ENSMUSG00000063200",134.09824237157,164.683361327969,117.391053225217,157.228230609724,133.822419791234,134.149809126275
"ENSMUSG00000038546",338.489918244366,359.200664925498,328.85575869256,315.451576603055,344.850081769719,293.384541910309
"ENSMUSG00000112942",0,0,0,0,0,0
"ENSMUSG00000065315",5.40718719240201,2.38671538156477,1.60809661952352,2.98534615081755,0.857836024302784,3.27194656405549
"ENSMUSG00000113891",0,0,0,0,0,0
"ENSMUSG00000113177",0,0,0,0,0,0
"ENSMUSG00000112983",0,0,0,0,0,0
"ENSMUSG00000021371",192.495864049512,230.318034321001,196.991835891631,207.979115173623,162.988844617529,221.401717501088
"ENSMUSG00000044164",9.73293694632362,11.9335769078239,7.23643478785583,5.97069230163511,11.1518683159362,8.72519083748131
"ENSMUSG00000114121",0,0,0,0,0,0
"ENSMUSG00000110016",0,0,0,0,0,0
"ENSMUSG00000015396",44.3389349776965,116.949053696674,116.587004915455,257.734884353915,150.121304252987,186.500954151163
"ENSMUSG00000114192",0,0,0,0,0,0
"ENSMUSG00000113780",0,0,1.60809661952352,0,0.857836024302784,1.09064885468516
"ENSMUSG00000089107",0,0,0,0,0,0
"ENSMUSG00000113671",0,0,0,0,0,0
"ENSMUSG00000113252",0,0,0,0,0,0
"ENSMUSG00000113276",0,0,0,0,0,0
"ENSMUSG00000089815",0,0,0,0,0,0
"ENSMUSG00000113458",0,0,0,0,0,0
"ENSMUSG00000113186",0,0,0.804048309761759,0,0,0
"ENSMUSG00000113727",0,0,0,0,0,0
"ENSMUSG00000113689",0,0,0,0.995115383605851,0,0
"ENSMUSG00000112936",0,0,0,0,0,0
"ENSMUSG00000098107",0,0,0,0,0,0
"ENSMUSG00000098124",0,0,0,0,0,0
"ENSMUSG00000098144",0,0,0,0,0,0
"ENSMUSG00000113010",0,0,0,0,0,0
"ENSMUSG00000113492",0,0,0,0,0,0
"ENSMUSG00000113977",0,0,0,0,0,0
"ENSMUSG00000113730",0,0,0,0,0,0
"ENSMUSG00000038518",164.378490649021,252.991830445866,199.403980820916,290.573692012908,323.404181162149,314.106870149327
"ENSMUSG00000088189",0,0,0,0,0,0
"ENSMUSG00000057531",293.069545828189,325.786649583591,307.146454328992,247.783730517857,291.664248262946,302.10973274779
"ENSMUSG00000065656",0,0,0,0,0,0
"ENSMUSG00000078915",0,0,0,0,0,0
"ENSMUSG00000047061",0,0,0,0,0,0
"ENSMUSG00000113553",0,0,0.804048309761759,1.9902307672117,0,0
"ENSMUSG00000098136",0,0,0,0,0,0
"ENSMUSG00000113772",0,0,0,0,0,0
"ENSMUSG00000113919",0,0,0,0,0,0
"ENSMUSG00000088203",0,0,0,0,0,0
"ENSMUSG00000038175",34.6059980313729,47.7343076312955,28.1416908416616,84.5848076064973,38.6026210936253,50.1698473155175
"ENSMUSG00000113446",0,0,0,0,0,0
"ENSMUSG00000089211",0,0,0,0,0,0
"ENSMUSG00000000253",3.24431231544121,3.58007307234716,0.804048309761759,3.9804615344234,0,0
"ENSMUSG00000046876",264.952172427698,362.780737997845,234.782106450434,292.56392278012,321.688509113544,323.922709841494
"ENSMUSG00000114131",0,0,0,0,0,0
"ENSMUSG00000113987",0,0,0,0,0,0
"ENSMUSG00000038152",0,1.19335769078239,0.804048309761759,0,0.857836024302784,3.27194656405549
"ENSMUSG00000113860",0,0,0,0,0,0
"ENSMUSG00000062282",0,0,0,0,0,0
"ENSMUSG00000063529",0,0,0,0,0,0
"ENSMUSG00000038132",0,0,0,0,0,0
"ENSMUSG00000114752",0,0,0,0,0,0
"ENSMUSG00000021373",0,0,0,0.995115383605851,0,0
"ENSMUSG00000087913",0,0,0,0,0,0
"ENSMUSG00000114596",0,0,0,0,0,0
"ENSMUSG00000069237",123.283867986766,156.329857492493,130.255826181405,125.384538334337,155.268320398804,139.603053399701
"ENSMUSG00000021374",414.190538937994,464.216141714348,393.1796234735,433.870307252151,421.197487932667,447.166030420917
"ENSMUSG00000021375",314.698294597797,195.710661288311,217.897091945437,171.159845980206,268.502675606771,202.860686971441
"ENSMUSG00000064558",0,1.19335769078239,0.804048309761759,0.995115383605851,0,2.18129770937033
"ENSMUSG00000114917",0,0,0,0,0,0
"ENSMUSG00000084466",0,0,0,0,0,0
"ENSMUSG00000114449",0,0,0,0,0,0
"ENSMUSG00000051606",0,0,0,0,0,0
"ENSMUSG00000089131",0,0,0,0,0,0
"ENSMUSG00000114858",1.0814374384804,0,0.804048309761759,0,0,0
"ENSMUSG00000044231",10.814374384804,10.7402192170415,9.64857971714111,8.95603845245266,6.00485217011949,6.54389312811098
"ENSMUSG00000021376",24.8730610850492,15.513649980171,16.0809661952352,11.9413846032702,14.5832124131473,11.9971374015368
"ENSMUSG00000114376",0,0,0,0,0,0
"ENSMUSG00000038080",116.795243355883,84.7283960455494,96.4857971714111,88.5652691409207,111.518683159362,88.3425572294983
"ENSMUSG00000021377",374.177353714219,315.04643036655,338.504338409701,373.168268852194,334.556049478086,325.013358696179
"ENSMUSG00000114681",0,1.19335769078239,0,0,0.857836024302784,1.09064885468516
"ENSMUSG00000038068",144.912616756374,118.142411387456,106.938425198314,83.5896922228915,96.9354707462145,67.6202289904802
"ENSMUSG00000114961",0,0,0,0,0,0
"ENSMUSG00000114882",0,0,0,0,0,0
"ENSMUSG00000114958",0,0,0,0,0.857836024302784,0
"ENSMUSG00000114843",0,0,0,0,0,0
"ENSMUSG00000114509",0,0,0,0,0,0
"ENSMUSG00000114959",0,0,0,0,0,0
"ENSMUSG00000047324",0,0,0,0,0,0
"ENSMUSG00000114810",0,0,0,0,0,0
"ENSMUSG00000097622",0,0,0,0,0,0
"ENSMUSG00000114457",0,0,0,0,0,0
"ENSMUSG00000114860",0,0,0,0,0,0
"ENSMUSG00000021379",0,0,0,0,0,0
"ENSMUSG00000097326",0,0,0,0,0,0
"ENSMUSG00000114881",0,0,0,0,0,0
"ENSMUSG00000114695",0,0,0,0,0,0
"ENSMUSG00000050954",46.5018098546573,50.1210230128602,72.3643478785583,53.7362307147159,54.0436695310754,61.0763358623692
"ENSMUSG00000053181",3.24431231544121,1.19335769078239,3.21619323904704,0,3.43134409721113,1.09064885468516
"ENSMUSG00000097375",83.2706827629909,91.8885421902437,96.4857971714111,109.462692196644,91.7884546003979,93.7958015029241
"ENSMUSG00000065453",0,0,0,0,0,0
"ENSMUSG00000093232",0,0,0,0,0,0
"ENSMUSG00000105621",0,0,0,0,0,0
"ENSMUSG00000065421",0,0,0,0,0,0
"ENSMUSG00000103373",34.6059980313729,40.5741614866011,42.6145604173732,36.8192691934165,39.460457117928,34.9007633499252
"ENSMUSG00000095214",0,0,0,0,0,0
"ENSMUSG00000038042",5.40718719240201,17.9003653617358,13.6688212659499,9.95115383605851,16.2988844617529,4.36259541874066
"ENSMUSG00000113037",0,0,0,0,0,0
"ENSMUSG00000021381",0,1.19335769078239,0,0,0,0
"ENSMUSG00000113297",0,0,0,0,0,0
"ENSMUSG00000038025",181.681489664708,114.562338315109,137.492260969261,160.213576760542,192.155269443824,176.685114458997
"ENSMUSG00000086889",1.0814374384804,1.19335769078239,5.62833816833232,0,0,4.36259541874066
"ENSMUSG00000038014",1233.92011730614,1223.19163305195,1093.50570127599,1151.34849883197,1048.275621698,1158.26908367564
"ENSMUSG00000037989",12.9772492617648,10.7402192170415,120.607246464264,140.311269088425,80.6365862844617,55.6230915889434
"ENSMUSG00000037966",386.073165537503,483.309864766866,759.021604415101,862.765037586273,510.412434460156,496.24522888175
"ENSMUSG00000037960",171.948552718384,229.124676630218,303.126212780183,293.559038163726,248.772447047807,237.761450321366
"ENSMUSG00000021384",6.48862463088241,2.38671538156477,8.04048309761759,4.97557691802925,6.86268819442227,9.81583969216648
"ENSMUSG00000037946",465.018098546573,264.92540735369,367.450077561124,169.169615212995,158.699664496015,176.685114458997
"ENSMUSG00000037933",309.291107405395,375.907672596452,266.139990531142,272.661615108003,268.502675606771,274.843511380661
"ENSMUSG00000021385",55.1533093625005,54.8944537759898,57.8914783028467,49.7557691802925,48.0388173609559,50.1698473155175
"ENSMUSG00000021391",1.0814374384804,0,0,0,2.57350807290835,1.09064885468516
"ENSMUSG00000113255",31.3616857159317,38.1874461050364,27.3376425318998,27.8632307409638,23.1615726561752,28.3568702218143
"ENSMUSG00000043631",0,2.38671538156477,0,0.995115383605851,1.71567204860557,0
"ENSMUSG00000021388",0,0,0,0,0,0
"ENSMUSG00000048368",0,0,0.804048309761759,0,0,4.36259541874066
"ENSMUSG00000021390",0,0,0,0,0,0
"ENSMUSG00000021392",140.586867002452,116.949053696674,101.310087029982,72.6434230032271,102.082486892031,75.2547709732763
"ENSMUSG00000037851",337.408480805885,303.112853458726,254.883314194478,250.769076668674,250.488119096413,293.384541910309
"ENSMUSG00000087963",2.1628748769608,1.19335769078239,1.60809661952352,2.98534615081755,0.857836024302784,2.18129770937033
"ENSMUSG00000077360",1.0814374384804,1.19335769078239,0,0.995115383605851,0.857836024302784,3.27194656405549
"ENSMUSG00000118398",0,0,0,0,0,0
"ENSMUSG00000113823",0,0,0,0,0,0
"ENSMUSG00000114073",0,0,0,0,0,0
"ENSMUSG00000112995",0,0,0,0,0,0
"ENSMUSG00000069236",0,0,0,0,0,0
"ENSMUSG00000113254",0,0,0,0,0,0
"ENSMUSG00000113530",0,0,0,0,0,0
"ENSMUSG00000113333",0,0,0,0,0,0
"ENSMUSG00000113782",0,0,0,0,0,0
"ENSMUSG00000093976",0,0,0,0,0,0
"ENSMUSG00000094886",0,0,0,0,0,0
"ENSMUSG00000114175",0,0,0,0,0,0
"ENSMUSG00000090497",0,0,0,0,0,0
"ENSMUSG00000113963",1.0814374384804,0,0,0,0,2.18129770937033
"ENSMUSG00000113312",0,0,0,0,0,0
"ENSMUSG00000113888",0,0,0,0,0,0
"ENSMUSG00000113007",0,0,0,0,0,0
"ENSMUSG00000095849",0,0,0,0,0,0
"ENSMUSG00000113921",1.0814374384804,0,0.804048309761759,0,0,0
"ENSMUSG00000113227",0,0,0,0,0,0
"ENSMUSG00000113437",0,0,0,0,0,0
"ENSMUSG00000113718",0,0,0,0,0,0
"ENSMUSG00000113480",0,0,0,0,0,0
"ENSMUSG00000095300",0,0,0,0,0,0
"ENSMUSG00000095027",0,0,0,0,0,0
"ENSMUSG00000114035",0,0,0,0,0,0
"ENSMUSG00000101136",0,0,0,0,0,0
"ENSMUSG00000037816",113.550931040442,115.755696005891,201.01207744044,238.827692065404,147.547796180079,175.594465604311
"ENSMUSG00000114559",0,0,0,0,0,0
"ENSMUSG00000071909",0,0,0,0,0,0
"ENSMUSG00000095697",0,0,0,0,0,0
"ENSMUSG00000113354",0,0,0,0,0,0
"ENSMUSG00000094933",0,0,0,0,0,0
"ENSMUSG00000096641",0,0,0,0,0,0
"ENSMUSG00000095380",0,0,0,0,0,0
"ENSMUSG00000094918",0,0,0,0,0,0
"ENSMUSG00000113652",0,0,0,0,0,0
"ENSMUSG00000112976",1.0814374384804,1.19335769078239,0,0,0,3.27194656405549
"ENSMUSG00000113509",0,0,0,0,0,0
"ENSMUSG00000084609",0,0,0,0,0,0
"ENSMUSG00000021395",241.16054878113,287.599203478555,268.552135460428,247.783730517857,255.63513524223,239.942748030736
"ENSMUSG00000021396",0,0,0.804048309761759,0,0,0
"ENSMUSG00000106200",0,0,0,0.995115383605851,0,0
"ENSMUSG00000091383",10.814374384804,44.1542345589483,8.04048309761759,27.8632307409638,20.5880645832668,13.087786256222
"ENSMUSG00000113521",1.0814374384804,0,0,0,0,0
"ENSMUSG00000113426",0,0,0,0,0,0
"ENSMUSG00000113162",0,0,0,0,0,0
"ENSMUSG00000112959",0,0,0,0,0,0
"ENSMUSG00000067586",0,26.2538691972125,1.60809661952352,9.95115383605851,9.43619626733062,10.9064885468516
"ENSMUSG00000021448",0,0,0,0,0,0
"ENSMUSG00000062248",19.4658738926472,26.2538691972125,29.7497874611851,18.9071922885112,19.730228558964,15.2690839655923
"ENSMUSG00000064672",0,0,0,0.995115383605851,1.71567204860557,1.09064885468516
"ENSMUSG00000035139",118.958118232844,121.722484459803,127.84368125212,140.311269088425,120.09704340239,107.974236613831
"ENSMUSG00000021451",391.480352729905,212.417668959265,778.318763849383,511.489307173407,286.51723211713,263.93702283381
"ENSMUSG00000092648",0,0,0,0,0,0
"ENSMUSG00000021453",5.40718719240201,8.3535038354767,6.43238647809407,21.8925384393287,9.43619626733062,11.9971374015368
"ENSMUSG00000097495",0,0,0,0,0,0
"ENSMUSG00000102173",0,0,0,0,0,0
"ENSMUSG00000113090",0,0,0,0,0,0
"ENSMUSG00000113211",0,0,0,0,0,0
"ENSMUSG00000113399",0,0,0,0,0,0
"ENSMUSG00000047842",0,0,0.804048309761759,1.9902307672117,0,1.09064885468516
"ENSMUSG00000021457",3761.23941103484,4052.64271789698,3228.25396369346,3107.74534300107,3071.05296700397,3336.29484648192
"ENSMUSG00000113737",0,0,0,0,0,0
"ENSMUSG00000021460",62.7233714318633,41.7675191773835,56.2833816833232,51.7459999475042,49.7544894095615,35.9914122046104
"ENSMUSG00000065771",2.1628748769608,0,0.804048309761759,0,0.857836024302784,0
"ENSMUSG00000056749",103.817994094119,105.01547678885,84.4250725249847,75.6287691540447,116.665699305179,105.792938904461
"ENSMUSG00000113101",0,0,0,0,0,0
"ENSMUSG00000112952",0,0,0,0,0,0
"ENSMUSG00000021464",0,1.19335769078239,0.804048309761759,1.9902307672117,2.57350807290835,0
"ENSMUSG00000021468",224.938987203924,194.517303597529,180.910869696396,177.130538281841,171.567204860557,179.957061023052
"ENSMUSG00000107008",0,0,0,0,0,0
"ENSMUSG00000107305",0,0,0,0,0,0
"ENSMUSG00000021469",0,0,0,0,0,0
"ENSMUSG00000113834",0,0,0,0,0,0
"ENSMUSG00000063166",0,0,0,0,0,0
"ENSMUSG00000113599",0,0,0,0,0,0
"ENSMUSG00000113329",0,0,0,0,0,0
"ENSMUSG00000112965",0,0,0,0,0,0
"ENSMUSG00000114143",0,0,0,0,0,0
"ENSMUSG00000114012",0,0,0,0,0,0
"ENSMUSG00000114069",0,0,0,0,0,0
"ENSMUSG00000113982",0,0,0,0,0,0
"ENSMUSG00000113882",0,0,0,0,0,0
"ENSMUSG00000021478",2.1628748769608,1.19335769078239,1.60809661952352,0,1.71567204860557,2.18129770937033
"ENSMUSG00000021474",218.450362573041,189.743872834399,199.403980820916,182.106115199871,175.856384982071,184.319656441793
"ENSMUSG00000114042",0,0,0,0,0,0
"ENSMUSG00000034987",1.0814374384804,2.38671538156477,4.0202415488088,1.9902307672117,0.857836024302784,3.27194656405549
"ENSMUSG00000090016",0,0,0,0,0,0
"ENSMUSG00000113327",0,0,0,0,0,0
"ENSMUSG00000112941",1.0814374384804,1.19335769078239,0.804048309761759,0,1.71567204860557,0
"ENSMUSG00000113404",0,0,0,0,0,0
"ENSMUSG00000025867",1.0814374384804,3.58007307234716,4.82428985857056,2.98534615081755,4.28918012151392,7.63454198279615
"ENSMUSG00000086137",0,0,0,0,0,0
"ENSMUSG00000089341",0,0,0,0,0,0
"ENSMUSG00000025872",43.2574975392161,58.4745268483369,52.2631401345144,69.6580768524096,66.9112098956171,57.8043892983137
"ENSMUSG00000086567",0,0,0.804048309761759,0.995115383605851,0,0
"ENSMUSG00000043183",22.7101862080884,28.6405845787773,23.317400983091,24.8778845901463,38.6026210936253,33.8101144952401
"ENSMUSG00000025871",270.3593596201,323.399934202027,291.065488133757,286.593230478485,277.938871874102,261.755725124439
"ENSMUSG00000025870",49.7461221700985,59.6678845391193,47.4388502759438,40.7997307278399,39.460457117928,46.8979007514621
"ENSMUSG00000080454",2.1628748769608,0,1.60809661952352,0.995115383605851,1.71567204860557,2.18129770937033
"ENSMUSG00000025869",70.2934335012261,60.8612422299017,41.0064637978497,50.7508845638984,48.0388173609559,45.8072518967769
"ENSMUSG00000025868",51.9089970470593,46.5409499405131,46.634801966182,58.7118076327452,52.3279974824698,41.4446564780362
"ENSMUSG00000047547",68.1305586242653,72.7948191377256,63.519816471179,69.6580768524096,65.1955378470116,62.1669847170543
"ENSMUSG00000025873",314.698294597797,342.493657254545,358.605546153745,358.241538098106,316.541492967727,319.560114422753
"ENSMUSG00000034928",210.880300503678,159.90993056484,172.870386598778,183.101230583477,200.733629686851,173.413167894941
"ENSMUSG00000034918",0,0,0,0,0,0
"ENSMUSG00000069227",0,0,0,0,0,0
"ENSMUSG00000034891",0,0,0,0,0,0
"ENSMUSG00000084949",0,0,0,0,0,0
"ENSMUSG00000074895",0,0,0,0,0,0
"ENSMUSG00000025875",29.1988108389709,35.8007307234716,20.101207744044,16.9169615212995,26.5929167533863,19.631679384333
"ENSMUSG00000086097",0,0,0,0,0,0
"ENSMUSG00000100728",0,0,0,0,0,0
"ENSMUSG00000085896",0,0,0,0,0,0
"ENSMUSG00000087335",0,0,0,0,0,0
"ENSMUSG00000025876",0,0,0.804048309761759,0,1.71567204860557,0
"ENSMUSG00000025877",1256.63030351423,1534.65799034615,3267.65233087179,3773.47753463339,2055.37511422947,2638.27957948341
"ENSMUSG00000025878",214.12461281912,159.90993056484,158.397517023067,174.145192131024,221.321694270118,166.86927476683
"ENSMUSG00000094446",177.355739910786,168.263434400316,135.884164349737,192.057269035929,134.680255815537,166.86927476683
"ENSMUSG00000021481",42.1760601007357,39.3808037958187,38.5943188685645,39.804615344234,44.6074732637448,40.3540076233511
"ENSMUSG00000114481",0,0,0,0,0,0
"ENSMUSG00000091768",0,0,0,0,0,0
"ENSMUSG00000005320",0,0,0,0,0,0
"ENSMUSG00000021488",1205.80274390565,1001.22710256642,1088.68141141742,1084.67576813038,1176.09318931912,1137.54675543663
"ENSMUSG00000114359",0,0,0,0,0,0
"ENSMUSG00000034789",109.225181286521,124.109199841368,121.411294774026,142.301499855637,131.248911718326,145.056297673127
"ENSMUSG00000021486",516.927095593632,651.573299167183,575.69858978942,682.649153153614,617.641937498004,611.854007478377
"ENSMUSG00000021485",0,0,0.804048309761759,0,5.1470161458167,0
"ENSMUSG00000021484",519.089970470593,465.409499405131,428.557749103018,471.684691829173,379.16352274183,459.163167822454
"ENSMUSG00000052087",49.7461221700985,62.0545999206841,75.5805411176054,131.355230635972,40.3182931422308,69.8015266998505
"ENSMUSG00000021490",0,0,0,0,0,0
"ENSMUSG00000044444",0,0,0,0,0,0
"ENSMUSG00000021492",0,0,0,2.98534615081755,0.857836024302784,0
"ENSMUSG00000074886",140.586867002452,101.435403716503,146.33679237664,124.389422950731,125.244059548206,133.05916027159
"ENSMUSG00000099058",0,0,0,0,0,0
"ENSMUSG00000034686",0,0,1.60809661952352,0,0,1.09064885468516
"ENSMUSG00000034675",2.1628748769608,1.19335769078239,4.82428985857056,7.96092306884681,6.00485217011949,11.9971374015368
"ENSMUSG00000098341",0,0,0,0,0,0
"ENSMUSG00000021493",47.5832472931377,62.0545999206841,72.3643478785583,91.5506152917383,69.4847179685255,58.8950381529989
"ENSMUSG00000099096",0,0,0,0,0,0
"ENSMUSG00000035711",128.691055179168,131.269345986062,157.593468713305,161.208692144148,109.803011110756,110.155534323202
"ENSMUSG00000021494",107.06230640956,112.175622933544,94.0736522421258,125.384538334337,98.6511427948201,107.974236613831
"ENSMUSG00000114633",0,2.38671538156477,0,0,0,0
"ENSMUSG00000021495",178.437177349266,158.716572874057,164.025855191399,152.252653691695,167.278024739043,177.775763313682
"ENSMUSG00000058569",329.838418736523,378.294387978016,340.916483338986,355.256191947289,247.056774999202,349.007633499253
"ENSMUSG00000021504",115.713805917403,157.523215183275,113.370811676408,127.374769101549,93.5041266490034,122.152671724738
"ENSMUSG00000086506",0,0,0,0,0,0
"ENSMUSG00000021501",52.9904344855397,69.2147460653784,62.7157681614172,77.6189999212564,63.479865798406,71.9828244092208
"ENSMUSG00000021500",535.311532047799,501.210230128602,439.010377129921,456.757961075086,399.751587325097,496.24522888175
"ENSMUSG00000045767",297.395295582111,294.759349623249,277.396666867807,251.76419205228,323.404181162149,315.197519004012
"ENSMUSG00000021497",71.3748709397065,134.84941905841,82.8169759054612,102.496884511403,81.4944223087644,97.0677480669796
"ENSMUSG00000021496",24.8730610850492,31.027299960342,25.7295459123763,14.9267307540878,17.1567204860557,19.631679384333
"ENSMUSG00000069223",0,0,0,0,0,1.09064885468516
"ENSMUSG00000021499",1.0814374384804,0,3.21619323904704,0,4.28918012151392,2.18129770937033
"ENSMUSG00000021506",0,0,0,0,0,0
"ENSMUSG00000114493",0,0,2.41214492928528,0,0.857836024302784,0
"ENSMUSG00000100096",0,0,0,0,0,0
"ENSMUSG00000114229",0,0,0,0,0,0
"ENSMUSG00000015937",421.760601007357,435.575557135571,494.489710503482,524.425807160283,459.800109026292,438.440839583436
"ENSMUSG00000077799",0,0,0,0,0,0
"ENSMUSG00000049625",301.721045336032,307.886284221856,358.605546153745,337.344115042383,494.113549998403,424.262404472529
"ENSMUSG00000114341",0,0,0,0,0,0
"ENSMUSG00000097361",0,0,0,0,0,0
"ENSMUSG00000048904",0,0,0,0,0,0
"ENSMUSG00000021508",8.65149950784322,9.54686152625909,16.8850145049969,8.95603845245266,31.739932899203,26.1755725124439
"ENSMUSG00000114911",0,0,0,0,0,0
"ENSMUSG00000088149",0,0,0,0,0,0
"ENSMUSG00000074885",0,0,0,0,0,0
"ENSMUSG00000110477",0,0,0,0,0,0
"ENSMUSG00000021509",0,0,0,0,0,0
"ENSMUSG00000021538",0,0,0,0,0,0
"ENSMUSG00000035509",1.0814374384804,0,1.60809661952352,0,0,3.27194656405549
"ENSMUSG00000021539",0,0,0,0,0,0
"ENSMUSG00000114604",0,0,0,0,0,0
"ENSMUSG00000035493",329.838418736523,189.743872834399,270.160232079951,160.213576760542,499.26056614422,250.849236577588
"ENSMUSG00000098962",0,0,0,0,0,0
"ENSMUSG00000021540",135.17967981005,109.78890755198,120.607246464264,135.335692170396,120.09704340239,159.234732784034
"ENSMUSG00000098614",0,0,0,0,0,0
"ENSMUSG00000098732",0,0,0,0,0,0
"ENSMUSG00000098328",5.40718719240201,0,0.804048309761759,3.9804615344234,3.43134409721113,1.09064885468516
"ENSMUSG00000110086",0,0,0,0,0,0
"ENSMUSG00000021541",0,0,0,0,0,0
"ENSMUSG00000077279",0,0,0,0,0,0
"ENSMUSG00000114363",0,0,0,0,0,0
"ENSMUSG00000114411",0,0,0,0,0,0
"ENSMUSG00000056222",0,0,0,0,0,0
"ENSMUSG00000014164",0,0,0,0,6.00485217011949,2.18129770937033
"ENSMUSG00000077962",0,0,0,0,0,0
"ENSMUSG00000007836",122.202430548285,173.036865163446,136.688212659499,129.364999868761,187.86608932231,154.872137365293
"ENSMUSG00000097717",2.1628748769608,1.19335769078239,0,1.9902307672117,0.857836024302784,0
"ENSMUSG00000114309",0,0,0,0,0,0
"ENSMUSG00000050002",93.0036197093146,155.13649980171,274.18047362876,302.515076616179,150.97914027729,222.492366355773
"ENSMUSG00000005312",556.940280817407,523.884026253468,593.387652604178,621.947114753657,566.171776039837,488.610686898953
"ENSMUSG00000114524",11.8958118232844,5.96678845391193,11.2566763366646,4.97557691802925,6.86268819442227,10.9064885468516
"ENSMUSG00000114886",0,0,0,0,0,0
"ENSMUSG00000114929",0,0,0,0,0,0
"ENSMUSG00000021552",28.1173734004905,15.513649980171,32.9659807002321,42.7899614950516,47.1809813366531,34.9007633499252
"ENSMUSG00000097399",0,0,1.60809661952352,0,0.857836024302784,0
"ENSMUSG00000060176",0,0,0,0,0,0
"ENSMUSG00000098258",0,0,0,0,0,0
"ENSMUSG00000077428",0,0,0,0,0,0
"ENSMUSG00000021550",104.899431532599,143.202922893886,82.0129275956995,111.452922963855,102.940322916334,121.062022870053
"ENSMUSG00000021546",1436.14891830197,1535.85134803693,1381.3549961707,1293.64999868761,1430.01265251274,1518.18320572175
"ENSMUSG00000065434",5.40718719240201,8.3535038354767,2.41214492928528,2.98534615081755,6.86268819442227,4.36259541874066
"ENSMUSG00000035367",87.5964325169126,66.8280306838136,102.114135339743,98.5164229769792,99.5089788191229,88.3425572294983
"ENSMUSG00000114654",0,0,0,0,0,0
"ENSMUSG00000021553",0,1.19335769078239,0,0.995115383605851,0,1.09064885468516
"ENSMUSG00000114234",0,0,0,0,0,0
"ENSMUSG00000114380",0,0,0,0,0,0
"ENSMUSG00000114384",0,0,0,0,0,0
"ENSMUSG00000114325",0,0,0,0,0,0
"ENSMUSG00000114808",0,0,0,0,0,0
"ENSMUSG00000114231",0,0,0,0,0,1.09064885468516
"ENSMUSG00000055254",0,0,0,0,0,0
"ENSMUSG00000114448",0,0,0,0,0,0
"ENSMUSG00000114218",0,0,0,0,0,0
"ENSMUSG00000114437",0,0,0,0,0,0
"ENSMUSG00000114896",0,0,0,0,0,0
"ENSMUSG00000114208",0,0,0,0,0,0
"ENSMUSG00000114854",0,0,0,0,0,0
"ENSMUSG00000114393",0,0,0,0,0,0
"ENSMUSG00000114478",0,0,0,0,0,0
