GeneID	Length	X1h_m1_t.sort.bam	X1h_m1_u.sort.bam	X1h_m2_t.sort.bam	X1h_m2_u.sort.bam	X1h_m3_t.sort.bam	X1h_m3_u.sort.bam	X6h_m1_t.sort.bam	X6h_m1_u.sort.bam	X6h_m2_t.sort.bam	X6h_m2_u.sort.bam	X6h_m3_t.sort.bam	X6h_m3_u.sort.bam
ENSMUSG00000088268	86	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000029219	2106	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081849	1065	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107373	2487	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000070733	15192	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107171	3378	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000086376	367	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107109	2464	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090561	645	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107087	280	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100175	772	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000106999	878	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000029152	5515	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107292	519	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107331	1197	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000029153	2722	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107272	939	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000106958	767	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000029154	2915	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000106675	394	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082039	907	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000051674	5807	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000067206	3238	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000029156	4052	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000106773	579	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000029155	2107	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107027	533	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000106968	848	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000054814	7841	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087250	508	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000086234	967	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000106993	5207	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000106973	750	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107255	1015	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000106943	2347	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093355	121	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000106735	3890	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000049907	2161	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000062110	8196	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107209	469	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000080700	457	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084132	554	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107009	2753	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000106992	1606	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000029227	13122	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107165	1330	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000029228	3829	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085657	1559	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085497	343	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000106987	1674	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000106806	901	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000072874	1437	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107306	3211	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000029229	9750	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107205	2846	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107162	1139	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000035946	1665	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000106900	289	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107192	1366	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107258	211	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000029231	10024	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000106760	456	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107245	451	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099060	74	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000106704	328	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000106689	1390	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088210	105	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107386	733	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000089078	105	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000005672	8911	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000106754	622	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107251	2324	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000106726	674	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107061	1195	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103684	395	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100936	723	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088783	101	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000062960	9030	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000089481	123	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000106756	540	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107020	352	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000029233	4648	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000029234	2588	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083152	470	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000029238	13727	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000106831	459	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000106815	4176	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000098449	652	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000029235	1193	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087037	1608	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000029236	828	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107160	152	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000106982	586	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091204	836	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000036435	12042	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000036403	7188	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103529	2427	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000036377	12305	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083874	441	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000055923	8639	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000029246	4421	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000072852	698	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000029247	3139	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000036323	5717	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000063820	597	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000086632	793	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000029248	2243	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000059325	1516	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087541	1661	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085858	516	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000106783	651	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000053030	788	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107034	421	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000029249	7222	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093061	82	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000036285	4029	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000029250	4667	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107238	283	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000036256	1209	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000106828	338	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000106906	414	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107232	558	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000106985	738	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000047652	571	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000089415	123	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000106996	1302	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000106960	337	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000044058	601	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107309	364	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000077178	136	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107308	18	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107183	1111	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088422	295	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084435	149	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095594	107	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000065235	103	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083829	874	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000037605	17750	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107226	3442	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107375	947	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000106611	89	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087431	1819	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000106746	1008	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000106860	1684	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099863	960	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000106926	799	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000080586	122	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000089162	97	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000106606	367	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000049537	2350	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081822	868	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104537	83	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000077288	132	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084731	122	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000077474	128	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000106576	589	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000029245	16739	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000079067	279	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000106598	3816	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000105658	1114	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000106389	667	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104878	1978	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000064555	161	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000106225	211	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000029253	5634	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000106282	1139	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000029254	6215	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000064859	170	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000035898	8159	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000029255	3197	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000061184	1615	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094833	107	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000061259	2796	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000072845	5715	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000079451	5015	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048764	6807	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000035861	4171	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000106507	2791	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000054537	3416	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000089851	2566	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000105704	879	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104937	429	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000035851	13651	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000105309	863	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000029260	4312	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096303	107	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000035836	2573	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075983	106	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104798	1594	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000118539	189	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000106185	1100	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104802	1257	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000035811	3359	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000105315	1060	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000106003	492	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000070704	2059	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000105625	785	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000106502	76	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000054630	1858	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000106111	1062	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000106330	1552	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000105240	580	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000057425	1894	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000105897	1559	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000035780	2117	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000106303	1151	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000105192	1087	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104664	681	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000106397	987	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000106132	284	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000061906	1891	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000029268	2541	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000106677	2570	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107180	2297	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000029269	2780	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000029273	2459	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000029272	1242	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000106074	92	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000106217	409	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000105246	1517	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000070702	6247	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000063157	6926	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094386	123	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000105796	105	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095333	123	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000061937	3504	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000061388	4259	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000002240	1337	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104839	835	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000067156	2655	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000009580	1376	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099605	783	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000105888	430	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000001622	4152	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000055961	2868	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000007457	1603	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100704	500	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000007907	1505	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000029280	639	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000105905	1858	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104640	379	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000029281	1352	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000079439	54	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000105807	355	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000079438	54	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000106065	275	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000105576	379	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000106593	1891	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090302	685	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000064156	1163	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000029282	1022	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000106633	340	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000105013	546	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000029288	1919	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000029286	5490	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000067149	2517	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000106322	121	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000070697	1629	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000029291	10214	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000044221	3036	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000006262	15033	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095524	483	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000029366	3781	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000105640	716	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000106305	1630	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082389	1390	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000060961	11333	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000035540	1845	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000106534	826	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104715	2141	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000035528	1643	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000043635	5430	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084500	324	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000077175	129	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000043618	447	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000035505	2710	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000055204	35542	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000054945	1869	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000106725	2647	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000029368	2342	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000054932	3368	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000106788	371	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000029369	3038	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000106863	906	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000106705	571	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000070690	2919	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000029370	4260	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107072	314	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000029371	1863	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000029372	1083	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000029373	721	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000029379	3498	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000029375	2127	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093082	70	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000106957	3132	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107044	2657	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000029380	1875	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088075	117	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000058427	2068	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107218	550	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000029376	6645	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000035020	1807	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107350	408	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000029377	4128	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000029378	1215	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094938	107	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107198	3201	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082361	4520	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000034981	5068	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107261	375	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000106917	880	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099468	351	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101978	492	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000106712	822	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107337	884	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096726	495	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107301	310	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000029397	3773	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107200	963	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102644	4119	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088102	276	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096035	3506	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000029403	6064	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000029405	8659	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088712	129	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088949	107	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000029407	5847	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084111	636	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107354	558	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084745	144	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000029409	800	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000029410	2983	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000029413	3721	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000029415	6537	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000106698	528	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088623	119	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000029417	3016	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000034842	3932	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000034855	2252	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000060183	3794	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082068	1608	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000034826	3328	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088777	144	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000029426	6285	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099160	100	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000057068	2110	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000047963	2221	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000050050	6207	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000029381	13247	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092266	321	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000089268	112	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000106930	574	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000089018	108	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000045314	3900	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088240	136	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107374	2137	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107194	593	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000058013	9472	0	0	0	0	0	0	0	0	0	0	0	0
